tab 	specimens
aniso_alt	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_abs	int_b_beta	int_corr	int_corr_anisotropy	int_corr_cooling_rate	int_dang	int_drats	int_f	int_fvds	int_g	int_mad_free	int_n_measurements	int_n_ptrm	int_q	int_treat_dc_field	lithologies	location	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	site	software_packages	specimen
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz13f3	Archeologic	Ceramic	5.9999999999999995e-05	0.04	c	0.96	0.98	2.71	3.04	0.79	0.78	0.89	4.46	11.0	5.0	18.48	5.9999999999999995e-05	Not Specified	Tel Hazor	833.0	423.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz13f	hz13	pmagpy-3.4.1: thellier_gui.v.3.0	hz13f3
1.7	7.635418	7.7845770000000005	2.299962	0.331506 : 0.333774 : 0.334721 : 0.008940 : -0.026006 : -0.006820	6.0	0.009187	ATRM	0.364067 : 64.2 : -42.0	0.327818 : 349.7 : 16.6	0.308115 : 96.0 : 43.4	This study	Critical F: 3.1059									hz13f3;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	g	hz13f	hz13	pmagpy-3.4.1: thellier_gui.v.3.0	hz13f3
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz15a1	Archeologic	Ceramic	5.44e-05	0.02	c	0.97	0.95	1.0	4.11	0.9	0.86	0.85	2.34	10.0	5.0	38.38	5.9999999999999995e-05	Not Specified	Tel Hazor	833.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz15a	hz15	pmagpy-3.4.1: thellier_gui.v.3.0	hz15a1
1.43	1.6077629999999998	1.839364	0.360682	0.330536 : 0.342917 : 0.326546 : 0.005532 : 0.012613 : 0.007520	6.0	0.012601000000000001	ATRM	0.353013 : 245.9 : -28.9	0.328845 : 150.7 : -9.3	0.318142 : 224.6 : 59.4	This study	Critical F: 3.1059									hz15a1;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	b	hz15a	hz15	pmagpy-3.4.1: thellier_gui.v.3.0	hz15a1
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz15a2	Archeologic	Ceramic	5.08e-05	0.02	c	1.04	0.95	1.75	7.37	1.01	0.95	0.89	3.29	14.0	6.0	36.48	5.9999999999999995e-05	Not Specified	Tel Hazor	863.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz15a	hz15	pmagpy-3.4.1: thellier_gui.v.3.0	hz15a2
1.2	1.3652879999999998	1.319806	0.460478	0.323690 : 0.332510 : 0.343800 : -0.013338 : -0.008893 : 0.011284	6.0	0.016874	ATRM	0.357008 : 131.5 : -46.9	0.329593 : 112.9 : 41.5	0.313399 : 31.3 : -9.4	This study	Critical F: 3.1059									hz15a2;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	b	hz15a	hz15	pmagpy-3.4.1: thellier_gui.v.3.0	hz15a2
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz15a3	Archeologic	Ceramic	5.24e-05	0.04	c	1.0	0.95	1.71	0.29	0.89	0.77	0.83	2.98	9.0	5.0	20.33	5.9999999999999995e-05	Not Specified	Tel Hazor	833.0	523.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz15a	hz15	pmagpy-3.4.1: thellier_gui.v.3.0	hz15a3
3.47	0.346413	0.128487	0.318684	0.328862 : 0.328776 : 0.342362 : 0.006887 : -0.007484 : 0.004429	6.0	0.020626	ATRM	0.345793 : 283.9 : 67.6	0.335337 : 38.6 : 9.8	0.318870 : 132.2 : 19.9	This study	Critical F: 3.1059									hz15a3;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	b	hz15a	hz15	pmagpy-3.4.1: thellier_gui.v.3.0	hz15a3
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz15b1	Archeologic	Ceramic	5.479999999999999e-05	0.02	c	0.98	0.92	1.52	5.35	0.89	0.85	0.89	2.04	11.0	5.0	34.05	5.9999999999999995e-05	Not Specified	Tel Hazor	833.0	423.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz15b	hz15	pmagpy-3.4.1: thellier_gui.v.3.0	hz15b1
4.57	2.226683	2.218655	0.705379	0.334722 : 0.337149 : 0.328129 : 0.023788 : -0.003900 : 0.001356	6.0	0.014740000000000001	ATRM	0.359869 : 226.7 : 3.4	0.328819 : 332.0 : 77.2	0.311312 : 136.0 : 12.4	This study	Critical F: 3.1059									hz15b1;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	b	hz15b	hz15	pmagpy-3.4.1: thellier_gui.v.3.0	hz15b1
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz15b2	Archeologic	Ceramic	5.16e-05	0.02	c	1.0	0.91	1.15	6.27	0.95	0.91	0.89	2.27	13.0	6.0	55.18	5.9999999999999995e-05	Not Specified	Tel Hazor	863.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz15b	hz15	pmagpy-3.4.1: thellier_gui.v.3.0	hz15b2
5.71	2.832009	2.251603	1.328783	0.318106 : 0.330494 : 0.351400 : -0.002831 : 0.005672 : 0.018867	6.0	0.013853	ATRM	0.360458 : 198.8 : -65.3	0.331062 : 104.9 : -1.8	0.308479 : 14.1 : -24.6	This study	Critical F: 3.1059									hz15b2;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	b	hz15b	hz15	pmagpy-3.4.1: thellier_gui.v.3.0	hz15b2
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz15b3	Archeologic	Ceramic	5.2300000000000004e-05	0.03	c	1.05	0.91	0.84	6.92	0.89	0.84	0.9	2.24	11.0	5.0	29.97	5.9999999999999995e-05	Not Specified	Tel Hazor	833.0	423.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz15b	hz15	pmagpy-3.4.1: thellier_gui.v.3.0	hz15b3
4.36	2.294828	1.3645479999999999	1.505095	0.331708 : 0.316228 : 0.352064 : 0.010806 : 0.015742 : 0.002519	6.0	0.015553999999999998	ATRM	0.359459 : 59.0 : 63.4	0.333764 : 15.5 : -20.0	0.306778 : 111.8 : -16.8	This study	Critical F: 3.1059									hz15b3;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	b	hz15b	hz15	pmagpy-3.4.1: thellier_gui.v.3.0	hz15b3
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz15c1	Archeologic	Ceramic	5.05e-05	0.04	c	1.0	0.98	1.7	1.87	0.81	0.85	0.9	3.66	11.0	5.0	20.71	5.9999999999999995e-05	Not Specified	Tel Hazor	833.0	423.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz15c	hz15	pmagpy-3.4.1: thellier_gui.v.3.0	hz15c1
5.9	2.995082	4.116657	0.33122199999999996	0.314354 : 0.324422 : 0.361224 : 0.004609 : -0.014446 : 0.003743	6.0	0.015092	ATRM	0.366297 : 277.0 : 71.1	0.322993 : 56.2 : 14.6	0.310710 : 149.3 : 11.8	This study	Critical F: 3.1059									hz15c1;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	b	hz15c	hz15	pmagpy-3.4.1: thellier_gui.v.3.0	hz15c1
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz15c2	Archeologic	Ceramic	5.15e-05	0.04	c	1.0	0.97	1.51	1.97	0.78	0.84	0.88	2.15	10.0	5.0	18.06	5.9999999999999995e-05	Not Specified	Tel Hazor	803.0	423.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz15c	hz15	pmagpy-3.4.1: thellier_gui.v.3.0	hz15c2
7.55	1.809828	1.190612	1.07267	0.305468 : 0.340401 : 0.354130 : 0.002640 : -0.012692 : -0.004487	6.0	0.019012	ATRM	0.362174 : 79.8 : -58.8	0.332836 : 90.1 : 30.8	0.304990 : 177.4 : -4.5	This study	Critical F: 3.1059									hz15c2;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	b	hz15c	hz15	pmagpy-3.4.1: thellier_gui.v.3.0	hz15c2
											This study										LP-PI-ALT-PTRM: LP-PI-BT-IZZI : LP-PI-TRM :hz15c3	Archeologic	Ceramic	5.14e-05	0.03	c	1.0	0.98	1.96	4.31	0.89	0.97	0.91	3.27	13.0	6.0	29.88	5.9999999999999995e-05	Not Specified	Tel Hazor	863.0	373.0	K	DA-CR:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz15c	hz15	pmagpy-3.4.1: thellier_gui.v.3.0	hz15c3
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz18a1	Archeologic	Ceramic	4.72e-05	0.02	c	1.0	0.95	4.97	6.59	1.01	0.94	0.9	4.03	14.0	6.0	44.32	5.9999999999999995e-05	Not Specified	Tel Hazor	863.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz18a	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18a1
7.65	0.936372	1.126593	0.17943499999999998	0.328167 : 0.352117 : 0.319715 : -0.000622 : -0.000101 : -0.002052	6.0	0.015662	ATRM	0.352134 : 271.5 : 0.1	0.328624 : 1.5 : -13.0	0.319242 : 181.8 : -77.0	This study	Critical F: 3.1059									hz18a1;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	b	hz18a	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18a1
											This study											Archeologic	Ceramic																Not Specified	Tel Hazor						hz18a	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18a2
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz18a3	Archeologic	Ceramic	4.61e-05	0.01	c	1.0	0.96	6.06	6.45	0.77	0.75	0.89	4.9	11.0	5.0	49.41	5.9999999999999995e-05	Not Specified	Tel Hazor	803.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz18a	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18a3
6.16	0.787722	0.7461300000000001	0.276562	0.319636 : 0.326373 : 0.353992 : 0.008355 : -0.011649 : 0.002306	6.0	0.023467	ATRM	0.358262 : 266.8 : 69.6	0.329595 : 47.1 : 15.9	0.312142 : 140.7 : 12.4	This study	Critical F: 3.1059									hz18a3;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	b	hz18a	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18a3
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz18a4	Archeologic	Ceramic	4.6e-05	0.02	c	1.03	0.95	6.64	8.42	0.79	0.76	0.88	4.34	11.0	6.0	30.18	5.9999999999999995e-05	Not Specified	Tel Hazor	863.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz18a	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18a4
1.05	2.6169189999999998	1.407881	1.874263	0.324222 : 0.348558 : 0.327220 : -0.004745 : 0.002455 : -0.010013	6.0	0.009654000000000001	ATRM	0.350364 : 284.9 : -12.1	0.334164 : 208.5 : 47.7	0.315472 : 184.7 : -39.8	This study	Critical F: 3.1059									hz18a4;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	b	hz18a	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18a4
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz18a5	Archeologic	Ceramic	4.370000000000001e-05	0.02	c	1.1	0.94	4.49	8.84	0.92	0.89	0.9	2.75	12.0	5.0	37.8	5.9999999999999995e-05	Not Specified	Tel Hazor	833.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz18a	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18a5
4.88	10.405092	7.344136	5.69704	0.329806 : 0.323328 : 0.346866 : -0.010215 : -0.005088 : -0.018469	6.0	0.0069	ATRM	0.358725 : 176.1 : 56.7	0.332282 : 302.8 : 21.4	0.308992 : 42.9 : 24.2	This study	Critical F: 3.1059									hz18a5;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	g	hz18a	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18a5
											This study											Archeologic	Ceramic																Not Specified	Tel Hazor						hz18a	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18a6
											This study											Archeologic	Ceramic																Not Specified	Tel Hazor						hz18b	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18b1
											This study											Archeologic	Ceramic																Not Specified	Tel Hazor						hz18b	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18b2
											This study											Archeologic	Ceramic																Not Specified	Tel Hazor						hz18b	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18b3
											This study											Archeologic	Ceramic																Not Specified	Tel Hazor						hz18c	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18c1
											This study											Archeologic	Ceramic																Not Specified	Tel Hazor						hz18c	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18c2
											This study											Archeologic	Ceramic																Not Specified	Tel Hazor						hz18c	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18c3
											This study											Archeologic	Ceramic																Not Specified	Tel Hazor						hz18d	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18d1
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz18d2	Archeologic	Ceramic	5.17e-05	0.03	c	0.98	0.94	2.51	5.54	0.97	0.94	0.91	4.54	14.0	6.0	30.78	5.9999999999999995e-05	Not Specified	Tel Hazor	863.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz18d	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18d2
2.47	0.470976	0.36859899999999995	0.22589499999999998	0.324419 : 0.347173 : 0.328408 : 0.008293 : -0.002533 : -0.008291	6.0	0.022254	ATRM	0.351058 : 248.7 : 13.4	0.331950 : 140.1 : 53.2	0.316992 : 167.7 : -33.5	This study	Critical F: 3.1059									hz18d2;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	b	hz18d	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18d2
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz18d3	Archeologic	Ceramic	5.0600000000000003e-05	0.03	c	1.01	0.94	1.3	4.94	0.99	0.98	0.9	3.76	14.0	6.0	30.27	5.9999999999999995e-05	Not Specified	Tel Hazor	863.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz18d	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18d3
1.43	0.7104739999999999	1.200917	0.011849	0.333039 : 0.339490 : 0.327471 : -0.013754 : 0.006468 : -0.006354	6.0	0.018609999999999998	ATRM	0.353516 : 309.0 : -19.1	0.324674 : 261.2 : 62.7	0.321810 : 212.3 : -18.7	This study	Critical F: 3.1059									hz18d3;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	b	hz18d	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18d3
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz18d4	Archeologic	Ceramic	4.94e-05	0.04	c	1.02	0.94	1.03	4.31	0.8	0.79	0.88	2.13	10.0	5.0	17.71	5.9999999999999995e-05	Not Specified	Tel Hazor	833.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz18d	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18d4
2.36	11.746958	1.6715790000000001	15.297235999999998	0.331193 : 0.319571 : 0.349236 : -0.016697 : 0.013561 : 0.004915	6.0	0.006954999999999999	ATRM	0.354634 : 102.9 : 66.0	0.341918 : 151.5 : -16.4	0.303448 : 236.3 : 17.0	This study	Critical F: 3.1059									hz18d4;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	g	hz18d	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18d4
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz18d5	Archeologic	Ceramic	5.17e-05	0.03	c	1.0	0.93	2.32	11.58	0.86	0.79	0.89	3.75	11.0	6.0	26.1	5.9999999999999995e-05	Not Specified	Tel Hazor	863.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz18d	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18d5
2.65	1.7209240000000001	1.452976	0.7381409999999999	0.331680 : 0.333921 : 0.334399 : -0.000934 : 0.016588 : -0.002533	6.0	0.011501	ATRM	0.351062 : 280.3 : -45.2	0.331456 : 188.3 : -2.0	0.317482 : 276.4 : 44.7	This study	Critical F: 3.1059									hz18d5;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	b	hz18d	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18d5
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz18e1	Archeologic	Ceramic	4.79e-05	0.03	c	1.02	0.95	3.16	8.36	0.82	0.82	0.9	4.01	12.0	5.0	21.55	5.9999999999999995e-05	Not Specified	Tel Hazor	803.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz18e	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18e1
3.38	3.7381089999999997	4.75686	0.584501	0.333496 : 0.335907 : 0.330598 : -0.014936 : 0.006847 : -0.014646	6.0	0.010256999999999999	ATRM	0.358120 : 317.8 : -29.3	0.326485 : 258.2 : 42.0	0.315395 : 205.6 : -34.0	This study	Critical F: 3.1059									hz18e1;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	g	hz18e	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18e1
											This study										LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz18e2	Archeologic	Ceramic	4.98e-05	0.04	c	0.98	0.95	2.08	5.65	0.87	0.87	0.9	2.47	11.0	5.0	17.86	5.9999999999999995e-05	Not Specified	Tel Hazor	833.0	423.0	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz18e	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18e2
5.72	1.127992	0.547801	0.874816	0.319964 : 0.341903 : 0.338133 : -0.000118 : -0.006173 : -0.004351	6.0	0.01175	ATRM	0.346713 : 263.0 : 37.8	0.334414 : 110.6 : 48.8	0.318872 : 184.1 : -13.9	This study	Critical F: 3.1059									hz18e2;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	b	hz18e	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18e2
	0.531733	0.430483	0.243015	0.346319 : 0.330946 : 0.322736 : -0.000812 : -0.003331 : -0.003144	9.0	0.015754	AARM	0.346740 : 358.6 : -7.3	0.332122 : 271.1 : 19.2	0.321139 : 248.8 : -69.4	This study	Critical F: 2.6848									hz18e2;AARM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-ARM	b	hz18e	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18e2
											This study										LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz18e3	Archeologic	Ceramic	4.8e-05	0.04	c	1.02	0.95	1.11	7.41	0.92	0.93	0.9	2.09	12.0	6.0	19.42	5.9999999999999995e-05	Not Specified	Tel Hazor	863.0	423.0	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz18e	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18e3
6.13	1.122698	0.012342	1.93806	0.324680 : 0.331516 : 0.343804 : 0.014153 : -0.000441 : 0.002108	6.0	0.014593	ATRM	0.344439 : 45.2 : 61.6	0.342146 : 53.9 : -28.1	0.313415 : 141.9 : 3.6	This study	Critical F: 3.1059									hz18e3;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	b	hz18e	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18e3
	1.411756	0.82086	0.9452969999999999	0.334512 : 0.329516 : 0.335972 : 0.015420 : 0.007884 : 0.002302	9.0	0.013396000000000002	AARM	0.350916 : 224.0 : -25.5	0.333752 : 192.7 : 60.8	0.315332 : 307.5 : 13.2	This study	Critical F: 2.6848									hz18e3;AARM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-ARM	b	hz18e	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18e3
											This study											Archeologic	Ceramic																Not Specified	Tel Hazor						hz18f	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18f1
											This study											Archeologic	Ceramic																Not Specified	Tel Hazor						hz18f	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18f2
											This study											Archeologic	Ceramic																Not Specified	Tel Hazor						hz18f	hz18	pmagpy-3.4.1: thellier_gui.v.3.0	hz18f3
											This study											Archeologic	Ceramic																Not Specified	Tel Hazor						hz20a	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20a1
											This study											Archeologic	Ceramic																Not Specified	Tel Hazor						hz20a	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20a2
											This study											Archeologic	Ceramic																Not Specified	Tel Hazor						hz20a	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20a3
											This study											Archeologic	Ceramic																Not Specified	Tel Hazor						hz20b	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20b1
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20b2	Archeologic	Ceramic	3.53e-05	0.02	c	1.26	0.96	2.11	1.76	0.9	0.75	0.85	4.85	10.0	6.0	40.3	5.9999999999999995e-05	Not Specified	Tel Hazor	863.0	523.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20b	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20b2
1.44	40.693457	15.949801	36.291496	0.304675 : 0.338674 : 0.356651 : 0.012193 : -0.006973 : 0.052920	6.0	0.008522	ATRM	0.389626 : 181.2 : -58.0	0.341491 : 260.6 : 6.5	0.268883 : 346.7 : -31.2	This study	Critical F: 3.1059									hz20b2;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	g	hz20b	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20b2
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20b3	Archeologic	Ceramic	3.41e-05	0.01	c	1.28	0.96	0.69	1.87	0.91	0.81	0.85	3.86	11.0	6.0	59.35	5.9999999999999995e-05	Not Specified	Tel Hazor	863.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20b	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20b3
1.3	84.015107	3.37428	132.971875	0.356384 : 0.273966 : 0.369650 : 0.019794 : -0.010953 : 0.007763	6.0	0.005571	ATRM	0.373266 : 356.8 : 66.6	0.358793 : 196.1 : 22.2	0.267941 : 283.2 : -7.0	This study	Critical F: 3.1059									hz20b3;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	g	hz20b	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20b3
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20b4	Archeologic	Ceramic	4.05e-05	0.02	c	1.15	0.93	1.95	4.19	0.93	0.78	0.86	4.54	14.0	6.0	42.44	5.9999999999999995e-05	Not Specified	Tel Hazor	863.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20b	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20b4
